movieId,title,imdbId
188,Full Metal Jacket (1987),114194
189,"Grand Day Out, A (1992)",114241
190,Henry V (1989),114323
191,Amadeus (1984),114345
192,Raging Bull (1980),114435
193,"Right Stuff, The (1983)",114436
194,"Sting, The (1973)",114478
195,"Terminator, The (1984)",114496
196,Dead Poets Society (1989),114508
197,"Graduate, The (1967)",114534
198,Nikita (La Femme Nikita) (1990),114558
199,"Bridge on the River Kwai, The (1957)",58450
200,"Shining, The (1980)",114666
201,Evil Dead II (1987),114663
202,Groundhog Day (1993),114702
203,Unforgiven (1992),114682
204,Back to the Future (1985),114781
205,Patton (1970),114798
206,Akira (1988),114805
207,Cyrano de Bergerac (1990),114887
208,Young Frankenstein (1974),114898
209,This Is Spinal Tap (1984),114928
210,Indiana Jones and the Last Crusade (1989),114938
211,M*A*S*H (1970),109340
212,"Unbearable Lightness of Being, The (1988)",112602
213,"Room with a View, A (1986)",111579
214,Pink Floyd - The Wall (1982),110882
215,Field of Dreams (1989),112471
216,When Harry Met Sally... (1989),112508
217,Bram Stoker's Dracula (1992),112438
218,Cape Fear (1991),112571
219,"Nightmare on Elm Street, A (1984)",112757
220,"Mirror Has Two Faces, The (1996)",112643
221,Breaking the Waves (1996),
222,Star Trek: First Contact (1996),112679
223,Sling Blade (1996),109445
224,Ridicule (1996),112883
225,101 Dalmatians (1996),109635
226,Die Hard 2 (1990),112899
227,Star Trek VI: The Undiscovered Country (1991),109676
228,Star Trek: The Wrath of Khan (1982),112854
229,Star Trek III: The Search for Spock (1984),109579
230,Star Trek IV: The Voyage Home (1986),109642
231,Batman Returns (1992),109686
232,Young Guns (1988),111797
233,Under Siege (1992),109759
234,Jaws (1975),109758
235,Mars Attacks! (1996),109707
236,Citizen Ruth (1996),113117
237,Jerry Maguire (1996),113097
238,Raising Arizona (1987),113028
239,Sneakers (1992),113198
240,Beavis and Butt-head Do America (1996),113303
241,"Last of the Mohicans, The (1992)",113089
242,Kolya (1996),109771
243,Jungle2Jungle (1997),113199
244,Smilla's Sense of Snow (1997),113234
245,"Devil's Own, The (1997)",109906
246,Chasing Amy (1997),110057
247,Turbo: A Power Rangers Movie (1997),110005
248,Grosse Pointe Blank (1997),110066
249,Austin Powers: International Man of Mystery (1997),110116
250,"Fifth Element, The (1997)",110006
251,Shall We Dance? (1996),113360
252,"Lost World: Jurassic Park, The (1997)",110099
253,"Pillow Book, The (1995)",110148
254,Batman & Robin (1997),113463
255,My Best Friend's Wedding (1997),110189
256,When the Cats Away (Chacun cherche son chat) (1996),110216
257,Men in Black (1997),113501
258,Contact (1997),113538
259,George of the Jungle (1997),113552
260,Event Horizon (1997),76759
261,Air Bud (1997),110367
262,In the Company of Men (1997),113670
263,Steel (1997),110296
264,Mimic (1997),109731
265,"Hunt for Red October, The (1990)",103994
266,Kull the Conqueror (1997),110322
267,unknown,110443
268,Chasing Amy (1997),110365
269,"Full Monty, The (1997)",107566
270,Gattaca (1997),110391
271,Starship Troopers (1997),113691
272,Good Will Hunting (1997),110428
273,Heat (1995),109836
274,Sabrina (1995),113755
275,Sense and Sensibility (1995),110538
276,Leaving Las Vegas (1995),110516
277,Restoration (1995),110527
278,Bed of Roses (1996),113808
279,Once Upon a Time... When We Were Colored (1995),113896
280,Up Close and Personal (1996),113870
281,"River Wild, The (1994)",110684
282,"Time to Kill, A (1996)",110638
283,Emma (1996),113967
284,Tin Cup (1996),117169
285,Secrets & Lies (1996),106402
286,"English Patient, The (1996)",113948
287,Marvin's Room (1996),110671
288,Scream (1996),110632
289,Evita (1996),110737
290,Fierce Creatures (1997),110729
291,Absolute Power (1997),114151
292,Rosewood (1997),114069
293,Donnie Brasco (1997),110413
294,Liar Liar (1997),114113
295,Breakdown (1997),114210
296,"Promesse, La (1996)",110912
297,Ulee's Gold (1997),114084
298,Face/Off (1997),105652
299,Hoodlum (1997),110889
300,Air Force One (1997),110932
301,In & Out (1997),114129
302,L.A. Confidential (1997),110963
303,Ulee's Gold (1997),114214
304,Fly Away Home (1996),114296
305,"Ice Storm, The (1997)",110907
306,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",111495
307,"Devil's Advocate, The (1997)",108394
308,FairyTale: A True Story (1997),111507
309,Deceiver (1997),110769
310,"Rainmaker, The (1997)",114268
311,"Wings of the Dove, The (1997)",110965
312,Midnight in the Garden of Good and Evil (1997),114571
313,Titanic (1997),111333
314,3 Ninjas: High Noon At Mega Mountain (1998),111112
315,Apt Pupil (1998),111255
316,As Good As It Gets (1997),111282
317,In the Name of the Father (1993),111070
318,Schindler's List (1993),111161
319,Everyone Says I Love You (1996),111149
320,Paradise Lost: The Child Murders at Robin Hood Hills (1996),108260
321,Mother (1996),106966
322,Murder at 1600 (1997),114594
323,Dante's Peak (1997),
324,Lost Highway (1997),111309
325,Crash (1996),113936
326,G.I. Jane (1997),110081
327,Cop Land (1997),114614
328,Conspiracy Theory (1997),114608
329,Desperate Measures (1998),111280
330,187 (1997),114609
331,"Edge, The (1997)",111454
332,Kiss the Girls (1997),114852
333,"Game, The (1997)",114694
334,U Turn (1997),111590
335,How to Be a Player (1997),114788
336,Playing God (1997),114888
337,"House of Yes, The (1997)",108550
338,Bean (1997),114857
339,Mad City (1997),114924
340,Boogie Nights (1997),111667
341,Critical Care (1997),109655
342,"Man Who Knew Too Little, The (1997)",110598
343,Alien: Resurrection (1997),112435
344,"Apostle, The (1997)",109040
345,Deconstructing Harry (1997),109045
346,Jackie Brown (1997),106339
347,Wag the Dog (1997),104779
348,Desperate Measures (1998),109348
349,Hard Rain (1998),109444
350,Fallen (1998),109446
351,"Prophecy II, The (1998)",109484
352,Spice World (1997),109504
353,Deep Rising (1998),109506
354,"Wedding Singer, The (1998)",109450
355,Sphere (1998),109813
356,"Client, The (1994)",109830
357,One Flew Over the Cuckoo's Nest (1975),109831
358,Spawn (1997),113305
359,"Assignment, The (1997)",110091
360,Wonderland (1997),110093
361,Incognito (1997),110167
362,Blues Brothers 2000 (1998),110213
363,Sudden Death (1995),107472
364,Ace Ventura: When Nature Calls (1995),110357
365,Powder (1995),107426
366,Dangerous Minds (1995),111686
367,Clueless (1995),110475
368,Bio-Dome (1996),110478
369,Black Sheep (1996),110588
370,Mary Reilly (1996),110622
371,"Bridges of Madison County, The (1995)",110771
372,Jeffrey (1995),110950
373,Judge Dredd (1995),105226
374,Mighty Morphin Power Rangers: The Movie (1995),110989
375,Showgirls (1995),111054
376,Houseguest (1994),110997
377,Heavyweights (1994),111257
378,Miracle on 34th Street (1994),111256
379,Tales From the Crypt Presents: Demon Knight (1995),111438
380,Star Trek: Generations (1994),111503
381,Muriel's Wedding (1994),111693
382,"Adventures of Priscilla, Queen of the Desert, The (1994)",111742
383,"Flintstones, The (1994)",111756
384,Naked Gun 33 1/3: The Final Insult (1994),112443
385,True Lies (1994),110455
386,Addams Family Values (1993),111048
387,"Age of Innocence, The (1993)",110399
388,Beverly Hills Cop III (1994),112570
389,Black Beauty (1994),109454
390,Fear of a Black Hat (1993),59170
391,Last Action Hero (1993),110186
392,"Man Without a Face, The (1993)",108069
393,Mrs. Doubtfire (1993),111301
394,Radioland Murders (1994),112702
395,Robin Hood: Men in Tights (1993),112849
396,Serial Mom (1994),113014
397,Striking Distance (1993),113043
398,Super Mario Bros. (1993),113104
399,"Three Musketeers, The (1993)",113173
400,"Little Rascals, The (1994)",113319
401,"Brady Bunch Movie, The (1995)",113827
402,Ghost (1990),114047
403,Batman (1989),112889
404,Pinocchio (1940),109339
405,Mission: Impossible (1996),110027
406,Thinner (1996),109785
407,Spy Hard (1996),113409
408,"Close Shave, A (1995)",109021
409,Jack (1996),109035
410,Kingpin (1996),106220
411,"Nutty Professor, The (1996)",111804
412,"Very Brady Sequel, A (1996)",106226
413,Tales from the Crypt Presents: Bordello of Blood (1996),109068
414,My Favorite Year (1982),109067
415,"Apple Dumpling Gang, The (1975)",106292
416,Old Yeller (1957),109198
417,"Parent Trap, The (1961)",109219
418,Cinderella (1950),106379
419,Mary Poppins (1964),106400
420,Alice in Wonderland (1951),109254
421,William Shakespeare's Romeo and Juliet (1996),109279
422,Aladdin and the King of Thieves (1996),109297
423,E.T. the Extra-Terrestrial (1982),109303
424,Children of the Corn: The Gathering (1996),109305
425,Bob Roberts (1992),109306
426,"Transformers: The Movie, The (1986)",106452
427,To Kill a Mockingbird (1962),106471
428,Harold and Maude (1971),106489
429,"Day the Earth Stood Still, The (1951)",109361
430,Duck Soup (1933),106505
431,Highlander (1986),106519
432,Fantasia (1940),109439
433,Heathers (1989),109443
434,Forbidden Planet (1956),106582
435,Butch Cassidy and the Sundance Kid (1969),106598
436,"American Werewolf in London, An (1981)",109456
437,Amityville 1992: It's About Time (1992),109480
438,Amityville 3-D (1983),109493
439,Amityville: A New Generation (1993),106660
440,Amityville II: The Possession (1982),106673
441,"Amityville Horror, The (1979)",106677
442,"Amityville Curse, The (1990)",106697
443,"Birds, The (1963)",109729
444,"Blob, The (1958)",106834
445,"Body Snatcher, The (1945)",106873
446,Burnt Offerings (1976),106332
447,Carrie (1976),109783
448,"Omen, The (1976)",106881
449,Star Trek: The Motion Picture (1979),106880
450,Star Trek V: The Final Frontier (1989),111732
451,Grease (1978),106926
452,Jaws 2 (1978),111712
453,Jaws 3-D (1983),106941
454,Bastard Out of Carolina (1996),106918
455,Jackie Chan's First Strike (1996),106965
456,Beverly Hills Ninja (1997),109842
457,Free Willy 3: The Rescue (1997),106977
458,Nixon (1995),107004
459,"Cry, the Beloved Country (1995)",109890
460,"Crossing Guard, The (1995)",109891
461,Smoke (1995),109913
462,Like Water For Chocolate (Como agua para chocolate) (1992),109920
463,"Secret of Roan Inish, The (1994)",107057
464,Vanya on 42nd Street (1994),107076
465,"Jungle Book, The (1994)",107096
466,Red Rock West (1992),107144
467,"Bronx Tale, A (1993)",113674
468,Rudy (1993),112966
469,Short Cuts (1993),107151
470,Tombstone (1993),110064
471,Courage Under Fire (1996),110074
472,Dragonheart (1996),110097
473,James and the Giant Peach (1996),110123
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),107206
475,Trainspotting (1996),107207
476,"First Wives Club, The (1996)",110137
477,Matilda (1996),108551
478,"Philadelphia Story, The (1940)",110197
479,Vertigo (1958),107286
480,North by Northwest (1959),107290
481,"Apartment, The (1960)",107302
482,Some Like It Hot (1959),110265
483,Casablanca (1942),107322
484,"Maltese Falcon, The (1941)",110305
485,My Fair Lady (1964),107362
486,Sabrina (1954),107413
487,Roman Holiday (1953),110353
488,Sunset Blvd. (1950),107468
489,Notorious (1946),107478
490,To Catch a Thief (1955),107497
491,"Adventures of Robin Hood, The (1938)",107501
492,East of Eden (1955),107507
493,"Thin Man, The (1934)",107554
494,His Girl Friday (1940),116253
495,Around the World in 80 Days (1956),74102
496,It's a Wonderful Life (1946),111689
497,Bringing Up Baby (1938),107616
498,"African Queen, The (1951)",107611
499,Cat on a Hot Tin Roof (1958),107613
500,Fly Away Home (1996),107614
501,Dumbo (1941),107653
502,Bananas (1971),110657
503,"Candidate, The (1972)",110649
504,Bonnie and Clyde (1967),110678
505,Dial M for Murder (1954),110687
506,Rebel Without a Cause (1955),107756
507,"Streetcar Named Desire, A (1951)",107808
508,"People vs. Larry Flynt, The (1996)",107818
509,My Left Foot (1989),107822
510,"Magnificent Seven, The (1954)",107840
511,Lawrence of Arabia (1962),107889
512,Wings of Desire (1987),111003
513,"Third Man, The (1949)",110939
514,Annie Hall (1977),110955
515,"Boot, Das (1981)",107943
516,Local Hero (1983),110971
517,Manhattan (1979),107969
518,Miller's Crossing (1990),111001
519,"Treasure of the Sierra Madre, The (1948)",107978
520,"Great Escape, The (1963)",107977
521,"Deer Hunter, The (1978)",107983
522,Down by Law (1986),105275
523,Cool Hand Luke (1967),108000
524,"Great Dictator, The (1940)",108002
525,"Big Sleep, The (1946)",108026
526,Ben-Hur (1959),105032
527,Gandhi (1982),108052
528,"Killing Fields, The (1984)",111094
529,My Life as a Dog (Mitt liv som hund) (1985),108065
530,"Man Who Would Be King, The (1975)",111102
531,Shine (1996),108071
532,Kama Sutra: A Tale of Love (1996),111127
533,"Daytrippers, The (1996)",111143
534,Traveller (1997),108101
535,Addicted to Love (1997),108122
536,Ponette (1996),111194
537,My Own Private Idaho (1991),111201
538,Anastasia (1997),108149
539,Mouse Hunt (1997),108160
540,Money Train (1995),108162
541,Mortal Kombat (1995),83658
542,Pocahontas (1995),108186
543,"Misérables, Les (1995)",108174
544,Things to Do in Denver when You're Dead (1995),108238
545,Vampire in Brooklyn (1995),89256
546,Broken Arrow (1996),108255
547,"Young Poisoner's Handbook, The (1995)",111323
548,"NeverEnding Story III, The (1994)",111400
549,Rob Roy (1995),108328
550,Die Hard: With a Vengeance (1995),111418
551,Lord of Illusions (1995),107688
552,Species (1995),108333
553,"Walk in the Clouds, A (1995)",108358
554,Waterworld (1995),111488
555,White Man's Burden (1995),108399
556,Wild Bill (1995),108515
557,Farinelli: il castrato (1994),
558,Heavenly Creatures (1994),110763
559,Interview with the Vampire (1994),107779
560,"Kid in King Arthur's Court, A (1995)",109226
561,Mary Shelley's Frankenstein (1994),110259
562,"Quick and the Dead, The (1995)",114906
563,Stephen King's The Langoliers (1995),107002
564,Tales from the Hood (1995),109403
565,Village of the Damned (1995),104029
566,Clear and Present Danger (1994),110623
567,Wes Craven's New Nightmare (1994),107315
568,Speed (1994),106408
569,Wolf (1994),110363
570,Wyatt Earp (1994),107349
571,Another Stakeout (1993),111709
572,Blown Away (1994),109828
573,Body Snatchers (1993),107225
574,Boxing Helena (1993),111252
575,City Slickers II: The Legend of Curly's Gold (1994),110366
576,Cliffhanger (1993),106878
577,Coneheads (1993),109120
578,Demolition Man (1993),
579,Fatal Instinct (1993),108059
580,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",110892
581,Kalifornia (1993),112651
582,"Piano, The (1993)",107642
583,Romeo Is Bleeding (1993),109382
584,"Secret Garden, The (1993)",106678
585,Son in Law (1993),112572
586,Terminal Velocity (1994),99785
587,"Hour of the Pig, The (1993)",99653
588,Beauty and the Beast (1991),103639
589,"Wild Bunch, The (1969)",103064
590,Hellraiser: Bloodline (1996),99348
591,Primal Fear (1996),114706
592,True Crime (1995),96895
593,Stalingrad (1993),102926
594,Heavy (1995),29583
595,"Fan, The (1996)",101414
596,"Hunchback of Notre Dame, The (1996)",32910
597,Eraser (1996),100405
598,"Big Squeeze, The (1996)",110719
599,Police Story 4: Project S (Chao ji ji hua) (1993),65214
600,Daniel Defoe's Robinson Crusoe (1996),110395
601,For Whom the Bell Tolls (1943),111752
602,"American in Paris, An (1951)",109934
603,Rear Window (1954),112606
604,It Happened One Night (1934),115978
605,Meet Me in St. Louis (1944),117247
606,All About Eve (1950),112625
607,Rebecca (1940),106537
608,Spellbound (1945),116282
609,Father of the Bride (1950),116552
610,Gigi (1958),82509
611,Laura (1944),116514
612,Lost Horizon (1937),117283
613,My Man Godfrey (1936),116684
614,Giant (1956),110374
615,"39 Steps, The (1935)",70506
616,Night of the Living Dead (1968),65421
617,"Blue Angel, The (Blaue Engel, Der) (1930)",113083
618,Picnic (1955),118001
619,Extreme Measures (1996),116165
620,"Chamber, The (1996)",102855
621,"Davy Crockett, King of the Wild Frontier (1955)",107471
622,Swiss Family Robinson (1960),
623,Angels in the Outfield (1994),113839
624,"Three Caballeros, The (1945)",112712
625,"Sword in the Stone, The (1963)",90665
626,So Dear to My Heart (1949),117891
627,Robin Hood: Prince of Thieves (1991),113613
628,Sleepers (1996),117381
629,Victor/Victoria (1982),114305
630,"Great Race, The (1965)",115837
631,"Crying Game, The (1992)",115509
632,Sophie's Choice (1982),114671
633,"Christmas Carol, A (1938)",112844
634,Microcosmos: Le peuple de l'herbe (1996),114658
635,"Fog, The (1980)",116275
636,Escape from New York (1981),113122
637,"Howling, The (1981)",117608
638,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",113448
639,"Tin Drum, The (Blechtrommel, Die) (1979)",116414
640,"Cook the Thief His Wife & Her Lover, The (1989)",116095
641,Paths of Glory (1957),111543
642,"Grifters, The (1990)",117517
643,The Innocent (1994),117312
644,"Thin Blue Line, The (1988)",116485
645,Paris Is Burning (1990),113947
646,Once Upon a Time in the West (1969),
647,Ran (1985),115956
648,"Quiet Man, The (1952)",117060
649,Once Upon a Time in America (1984),109028
650,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",117071
651,Glory (1989),117788
652,Rosencrantz and Guildenstern Are Dead (1990),112257
653,Touch of Evil (1958),116136
654,Chinatown (1974),118026
655,Stand by Me (1986),117117
656,M (1931),116168
657,"Manchurian Candidate, The (1962)",111787
658,Pump Up the Volume (1990),112509
659,Arsenic and Old Lace (1944),54189
660,Fried Green Tomatoes (1991),115591
661,High Noon (1952),116683
662,Somewhere in Time (1980),116287
663,Being There (1979),116768
664,"Paris, Texas (1984)",116269
665,Alien 3 (1992),114787
666,Blood For Dracula (Andy Warhol's Dracula) (1974),113720
667,Audrey Rose (1977),112536
668,Blood Beach (1981),48473
669,Body Parts (1991),
670,Body Snatchers (1993),52572
671,Bride of Frankenstein (1935),117128
672,Candyman (1992),114616
673,Cape Fear (1962),117705
674,Cat People (1982),62711
675,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",110061
676,"Crucible, The (1996)",140614
677,Fire on the Mountain (1996),
678,Volcano (1997),108181
679,Conan the Barbarian (1981),114307
680,Kull the Conqueror (1997),58898
681,Wishmaster (1997),82206
682,I Know What You Did Last Summer (1997),111430
683,Rocket Man (1997),107727
684,In the Line of Fire (1993),81759
685,Executive Decision (1996),113443
686,"Perfect World, A (1993)",
687,McHale's Navy (1997),109491
688,Leave It to Beaver (1997),114048
689,"Jackal, The (1997)",
690,Seven Years in Tibet (1997),111613
691,Dark City (1998),117104
692,"American President, The (1995)",117688
693,Casino (1995),109751
694,Persuasion (1995),117774
695,Kicking and Screaming (1995),114736
696,City Hall (1996),112604
697,"Basketball Diaries, The (1995)",116289
698,"Browning Version, The (1994)",109593
699,Little Women (1994),103095
700,Miami Rhapsody (1995),112368
701,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",104046
702,Barcelona (1994),62952
703,Widows' Peak (1994),115742
704,"House of the Spirits, The (1993)",117420
705,Singin' in the Rain (1952),115951
706,Bad Moon (1996),117784
707,Enchanted April (1991),117107
708,"Sex, Lies, and Videotape (1989)",117979
709,Strictly Ballroom (1992),95776
710,Better Off Dead... (1985),115851
711,"Substance of Fire, The (1996)",116322
712,Tin Men (1987),109374
713,Othello (1995),110712
714,Carrington (1995),112817
715,To Die For (1995),113362
716,Home for the Holidays (1995),73778
717,"Juror, The (1996)",112546
718,In the Bleak Midwinter (1995),108500
719,Canadian Bacon (1994),117108
720,First Knight (1995),118114
721,Mallrats (1995),114103
722,Nine Months (1995),113270
723,Boys on the Side (1995),92123
724,Circle of Friends (1995),115963
725,Exit to Eden (1994),116448
726,Fluke (1995),116827
727,Immortal Beloved (1994),114894
728,Junior (1994),112701
729,Nell (1994),113429
730,"Queen Margot (Reine Margot, La) (1994)",125877
731,"Corrina, Corrina (1994)",116508
732,Dave (1993),117260
733,Go Fish (1994),117500
734,Made in America (1993),116405
735,Philadelphia (1993),109592
736,Shadowlands (1993),117998
737,Sirens (1994),115624
738,Threesome (1994),113145
739,Pretty Woman (1990),116559
740,Jane Eyre (1996),
741,"Last Supper, The (1995)",113568
742,Ransom (1996),117894
743,"Crow: City of Angels, The (1996)",117723
744,Michael Collins (1996),112586
745,"Ruling Class, The (1972)",112691
746,Real Genius (1985),40366
747,Benny & Joon (1993),117768
748,"Saint, The (1997)",115571
749,"MatchMaker, The (1997)",31612
750,Amistad (1997),57012
751,Tomorrow Never Dies (1997),103926
752,"Replacement Killers, The (1998)",105737
753,Burnt By the Sun (1994),113849
754,Red Corner (1997),113188
755,Jumanji (1995),42644
756,Father of the Bride Part II (1995),109381
757,Across the Sea of Time (1995),109688
758,Lawnmower Man 2: Beyond Cyberspace (1996),104606
759,Fair Game (1995),110480
760,Screamers (1995),108211
761,Nick of Time (1995),117331
762,Beautiful Girls (1996),117765
763,Happy Gilmore (1996),116833
764,If Lucy Fell (1996),113280
765,Boomerang (1992),116669
766,Man of the Year (1995),116594
767,"Addiction, The (1995)",113211
768,Casper (1995),114494
769,Congo (1995),116992
770,Devil in a Blue Dress (1995),38426
771,Johnny Mnemonic (1995),94265
772,Kids (1995),105201
773,Mute Witness (1994),70820
774,"Prophecy, The (1995)",84898
775,Something to Talk About (1995),63715
776,Three Wishes (1995),109191
777,Castle Freak (1995),114122
778,Don Juan DeMarco (1995),117951
779,Drop Zone (1994),118523
780,Dumb & Dumber (1994),116629
781,French Kiss (1995),117737
782,Little Odessa (1994),116277
783,Milk Money (1994),116583
784,Beyond Bedlam (1993),115798
785,Only You (1994),116778
786,"Perez Family, The (1995)",116213
787,Roommates (1995),113147
788,Relative Fear (1994),117218
789,Swimming with Sharks (1995),100990
790,Tommy Boy (1995),111546
